dept_id,store_id,date,forecast,actual,model_name
FOODS_1,CA_1,2015-12-26,1826,1731.0,lstm
FOODS_1,CA_1,2016-01-02,2177,1721.0,lstm
FOODS_1,CA_1,2016-01-09,1976,2092.0,lstm
FOODS_1,CA_1,2016-01-16,2115,2140.0,lstm
FOODS_1,CA_1,2016-01-23,2334,2152.0,lstm
FOODS_1,CA_1,2016-01-30,2370,2208.0,lstm
FOODS_1,CA_2,2015-04-04,2212,2097.0,lstm
FOODS_1,CA_2,2015-04-11,2371,1764.0,lstm
FOODS_1,CA_2,2015-04-18,2297,1954.0,lstm
FOODS_1,CA_2,2015-04-25,2166,1921.0,lstm
FOODS_1,CA_2,2015-05-02,2030,1811.0,lstm
FOODS_1,CA_2,2015-05-09,2078,1861.0,lstm
FOODS_1,CA_2,2015-05-16,2252,2175.0,lstm
FOODS_1,CA_2,2015-05-23,2259,2167.0,lstm
FOODS_1,CA_2,2015-05-30,2129,2656.0,lstm
FOODS_1,CA_2,2015-06-06,2356,2631.0,lstm
FOODS_1,CA_2,2015-06-13,2391,2754.0,lstm
FOODS_1,CA_2,2015-06-20,2570,2923.0,lstm
FOODS_1,CA_2,2015-06-27,2189,3037.0,lstm
FOODS_1,CA_2,2015-07-04,2515,2725.0,lstm
FOODS_1,CA_2,2015-07-11,2424,2973.0,lstm
FOODS_1,CA_2,2015-07-18,2299,2703.0,lstm
FOODS_1,CA_2,2015-07-25,2651,2737.0,lstm
FOODS_1,CA_2,2015-08-01,2898,3054.0,lstm
FOODS_1,CA_2,2015-08-08,2906,2970.0,lstm
FOODS_1,CA_2,2015-08-15,3071,3195.0,lstm
FOODS_1,CA_2,2015-08-22,3102,3074.0,lstm
FOODS_1,CA_2,2015-08-29,3242,3111.0,lstm
FOODS_1,CA_2,2015-09-05,3251,2836.0,lstm
FOODS_1,CA_2,2015-09-12,3148,2813.0,lstm
FOODS_1,CA_2,2015-09-19,2910,2865.0,lstm
FOODS_1,CA_2,2015-09-26,2794,3089.0,lstm
FOODS_1,CA_2,2015-10-03,3025,3195.0,lstm
FOODS_1,CA_2,2015-10-10,3050,2969.0,lstm
FOODS_1,CA_2,2015-10-17,3162,2853.0,lstm
FOODS_1,CA_2,2015-10-24,3476,3166.0,lstm
FOODS_1,CA_2,2015-10-31,4183,3142.0,lstm
FOODS_1,CA_2,2015-11-07,3692,2651.0,lstm
FOODS_1,CA_2,2015-11-14,2736,2794.0,lstm
FOODS_1,CA_2,2015-11-21,2672,2923.0,lstm
FOODS_1,CA_2,2015-11-28,2885,2703.0,lstm
FOODS_1,CA_2,2015-12-05,2639,3047.0,lstm
FOODS_1,CA_2,2015-12-12,3307,3579.0,lstm
FOODS_1,CA_2,2015-12-19,3159,3619.0,lstm
FOODS_1,CA_2,2015-12-26,2888,2733.0,lstm
FOODS_1,CA_2,2016-01-02,2777,2674.0,lstm
FOODS_1,CA_2,2016-01-09,2840,3329.0,lstm
FOODS_1,CA_2,2016-01-16,2785,3303.0,lstm
FOODS_1,CA_2,2016-01-23,2965,3182.0,lstm
FOODS_1,CA_2,2016-01-30,3127,3097.0,lstm
FOODS_1,CA_3,2015-04-04,2919,3302.0,lstm
FOODS_1,CA_3,2015-04-11,2718,2698.0,lstm
FOODS_1,CA_3,2015-04-18,2685,2376.0,lstm
FOODS_1,CA_3,2015-04-25,2786,2786.0,lstm
FOODS_1,CA_3,2015-05-02,2946,2948.0,lstm
FOODS_1,CA_3,2015-05-09,2724,2993.0,lstm
FOODS_1,CA_3,2015-05-16,2682,3254.0,lstm
FOODS_1,CA_3,2015-05-23,2677,2995.0,lstm
FOODS_1,CA_3,2015-05-30,3336,3214.0,lstm
FOODS_1,CA_3,2015-06-06,3063,3616.0,lstm
FOODS_1,CA_3,2015-06-13,2944,3186.0,lstm
FOODS_1,CA_3,2015-06-20,2912,2911.0,lstm
FOODS_1,CA_3,2015-06-27,2977,3166.0,lstm
FOODS_1,CA_3,2015-07-04,3091,3086.0,lstm
FOODS_1,CA_3,2015-07-11,2932,3003.0,lstm
FOODS_1,CA_3,2015-07-18,3107,2945.0,lstm
FOODS_1,CA_3,2015-07-25,2868,2863.0,lstm
FOODS_1,CA_3,2015-08-01,3199,3130.0,lstm
FOODS_1,CA_3,2015-08-08,3158,3415.0,lstm
FOODS_1,CA_3,2015-08-15,3293,2901.0,lstm
FOODS_1,CA_3,2015-08-22,3125,3081.0,lstm
FOODS_1,CA_3,2015-08-29,3089,3190.0,lstm
FOODS_1,CA_3,2015-09-05,3208,3115.0,lstm
FOODS_1,CA_3,2015-09-12,3030,3069.0,lstm
FOODS_1,CA_3,2015-09-19,3018,3056.0,lstm
FOODS_1,CA_3,2015-09-26,3016,2798.0,lstm
FOODS_1,CA_3,2015-10-03,3205,2876.0,lstm
FOODS_1,CA_3,2015-10-10,3332,2572.0,lstm
FOODS_1,CA_3,2015-10-17,2590,2577.0,lstm
FOODS_1,CA_3,2015-10-24,2534,2795.0,lstm
FOODS_1,CA_3,2015-10-31,2711,2350.0,lstm
FOODS_1,CA_3,2015-11-07,2579,2407.0,lstm
FOODS_1,CA_3,2015-11-14,2475,2598.0,lstm
FOODS_1,CA_3,2015-11-21,2459,2668.0,lstm
FOODS_1,CA_3,2015-11-28,2449,2569.0,lstm
FOODS_1,CA_3,2015-12-05,2586,3038.0,lstm
FOODS_1,CA_3,2015-12-12,3443,3781.0,lstm
FOODS_1,CA_3,2015-12-19,3609,3499.0,lstm
FOODS_1,CA_3,2015-12-26,2963,3265.0,lstm
FOODS_1,CA_3,2016-01-02,2780,2950.0,lstm
FOODS_1,CA_3,2016-01-09,3008,3484.0,lstm
FOODS_1,CA_3,2016-01-16,3003,3558.0,lstm
FOODS_1,CA_3,2016-01-23,3007,3477.0,lstm
FOODS_1,CA_3,2016-01-30,3273,3067.0,lstm
FOODS_1,CA_4,2015-04-04,1439,1553.0,lstm
FOODS_1,CA_4,2015-04-11,1303,1458.0,lstm
FOODS_1,CA_4,2015-04-18,1210,1267.0,lstm
FOODS_1,CA_4,2015-04-25,1346,1452.0,lstm
FOODS_1,CA_4,2015-05-02,1449,1382.0,lstm
FOODS_1,CA_4,2015-05-09,1263,1371.0,lstm
FOODS_1,CA_4,2015-05-16,1257,1427.0,lstm
FOODS_1,CA_4,2015-05-23,1273,1432.0,lstm
FOODS_1,CA_4,2015-05-30,1445,1582.0,lstm
FOODS_1,CA_4,2015-06-06,1378,1565.0,lstm
FOODS_1,CA_4,2015-06-13,1402,1700.0,lstm
FOODS_1,CA_4,2015-06-20,1357,1762.0,lstm
FOODS_1,CA_4,2015-06-27,1406,1677.0,lstm
FOODS_1,CA_4,2015-07-04,1442,1780.0,lstm
FOODS_1,CA_4,2015-07-11,1433,1652.0,lstm
FOODS_1,CA_4,2015-07-18,1493,1648.0,lstm
FOODS_1,CA_4,2015-07-25,1517,1646.0,lstm
FOODS_1,CA_4,2015-08-01,1724,1818.0,lstm
FOODS_1,CA_4,2015-08-08,1629,1662.0,lstm
FOODS_1,CA_4,2015-08-15,1656,1530.0,lstm
FOODS_1,CA_4,2015-08-22,1574,1663.0,lstm
FOODS_1,CA_4,2015-08-29,1581,1784.0,lstm
FOODS_1,CA_4,2015-09-05,1426,1488.0,lstm
FOODS_1,CA_4,2015-09-12,1443,1660.0,lstm
FOODS_1,CA_4,2015-09-19,1533,1706.0,lstm
FOODS_1,CA_4,2015-09-26,1466,1708.0,lstm
FOODS_1,CA_4,2015-10-03,1506,1752.0,lstm
FOODS_1,CA_4,2015-10-10,1464,1553.0,lstm
FOODS_1,CA_4,2015-10-17,1619,1620.0,lstm
FOODS_1,CA_4,2015-10-24,1718,1669.0,lstm
FOODS_1,CA_4,2015-10-31,1707,1351.0,lstm
FOODS_1,CA_4,2015-11-07,1592,1413.0,lstm
FOODS_1,CA_4,2015-11-14,1410,1397.0,lstm
FOODS_1,CA_4,2015-11-21,1467,1373.0,lstm
FOODS_1,CA_4,2015-11-28,1454,1253.0,lstm
FOODS_1,CA_4,2015-12-05,1500,1608.0,lstm
FOODS_1,CA_4,2015-12-12,1723,1947.0,lstm
FOODS_1,CA_4,2015-12-19,1361,1760.0,lstm
FOODS_1,CA_4,2015-12-26,1227,1396.0,lstm
FOODS_1,CA_4,2016-01-02,1303,1384.0,lstm
FOODS_1,CA_4,2016-01-09,1368,1506.0,lstm
FOODS_1,CA_4,2016-01-16,1295,1537.0,lstm
FOODS_1,CA_4,2016-01-23,1381,1530.0,lstm
FOODS_1,CA_4,2016-01-30,1530,1730.0,lstm
FOODS_1,TX_1,2015-04-04,1556,1830.0,lstm
FOODS_1,TX_1,2015-04-11,1405,1653.0,lstm
FOODS_1,TX_1,2015-04-18,1327,1493.0,lstm
FOODS_1,TX_1,2015-04-25,1486,1529.0,lstm
FOODS_1,TX_1,2015-05-02,1571,1669.0,lstm
FOODS_1,TX_1,2015-05-09,1468,1761.0,lstm
FOODS_1,TX_1,2015-05-16,1426,1845.0,lstm
FOODS_1,TX_1,2015-05-23,1435,1640.0,lstm
FOODS_1,TX_1,2015-05-30,1696,1892.0,lstm
FOODS_1,TX_1,2015-06-06,1583,1781.0,lstm
FOODS_1,TX_1,2015-06-13,1637,2134.0,lstm
FOODS_1,TX_1,2015-06-20,1520,2037.0,lstm
FOODS_1,TX_1,2015-06-27,1666,2094.0,lstm
FOODS_1,TX_1,2015-07-04,1679,1982.0,lstm
FOODS_1,TX_1,2015-07-11,1646,1925.0,lstm
FOODS_1,TX_1,2015-07-18,1744,1751.0,lstm
FOODS_1,TX_1,2015-07-25,1705,1603.0,lstm
FOODS_1,TX_1,2015-08-01,1977,1652.0,lstm
FOODS_1,TX_1,2015-08-08,1827,1662.0,lstm
FOODS_1,TX_1,2015-08-15,1799,1545.0,lstm
FOODS_1,TX_1,2015-08-22,1724,1352.0,lstm
FOODS_1,TX_1,2015-08-29,1615,1579.0,lstm
FOODS_1,TX_1,2015-09-05,1703,1705.0,lstm
FOODS_1,TX_1,2015-09-12,1659,1618.0,lstm
FOODS_1,TX_1,2015-09-19,1487,1617.0,lstm
FOODS_1,TX_1,2015-09-26,1518,1565.0,lstm
FOODS_1,TX_1,2015-10-03,1661,1568.0,lstm
FOODS_1,TX_1,2015-10-10,1721,1674.0,lstm
FOODS_1,TX_1,2015-10-17,1628,1657.0,lstm
FOODS_1,TX_1,2015-10-24,1554,1431.0,lstm
FOODS_1,TX_1,2015-10-31,1529,1338.0,lstm
FOODS_1,TX_1,2015-11-07,1539,1222.0,lstm
FOODS_1,TX_1,2015-11-14,1434,1457.0,lstm
FOODS_1,TX_1,2015-11-21,1382,1353.0,lstm
FOODS_1,TX_1,2015-11-28,1384,1165.0,lstm
FOODS_1,TX_1,2015-12-05,1445,1397.0,lstm
FOODS_1,TX_1,2015-12-12,1542,1750.0,lstm
FOODS_1,TX_1,2015-12-19,1499,1216.0,lstm
FOODS_1,TX_1,2015-12-26,1320,1459.0,lstm
FOODS_1,TX_1,2016-01-02,1404,1721.0,lstm
FOODS_1,TX_1,2016-01-09,1639,2195.0,lstm
FOODS_1,TX_1,2016-01-16,1454,2017.0,lstm
FOODS_1,TX_1,2016-01-23,1347,1791.0,lstm
FOODS_1,TX_1,2016-01-30,1532,1477.0,lstm
FOODS_1,TX_2,2015-04-04,1899,1946.0,lstm
FOODS_1,TX_2,2015-04-11,1962,1716.0,lstm
FOODS_1,TX_2,2015-04-18,1841,1904.0,lstm
FOODS_1,TX_2,2015-04-25,1967,1821.0,lstm
FOODS_1,TX_2,2015-05-02,2044,1951.0,lstm
FOODS_1,TX_2,2015-05-09,1932,1788.0,lstm
FOODS_1,TX_2,2015-05-16,1945,1927.0,lstm
FOODS_1,TX_2,2015-05-23,1906,1674.0,lstm
FOODS_1,TX_2,2015-05-30,1876,1927.0,lstm
FOODS_1,TX_2,2015-06-06,1945,1833.0,lstm
FOODS_1,TX_2,2015-06-13,1998,1834.0,lstm
FOODS_1,TX_2,2015-06-20,2107,1645.0,lstm
FOODS_1,TX_2,2015-06-27,1801,1739.0,lstm
FOODS_1,TX_2,2015-07-04,1740,1851.0,lstm
FOODS_1,TX_2,2015-07-11,1728,1888.0,lstm
FOODS_1,TX_2,2015-07-18,1919,1897.0,lstm
FOODS_1,TX_2,2015-07-25,1781,1735.0,lstm
FOODS_1,TX_2,2015-08-01,1985,1903.0,lstm
FOODS_1,TX_2,2015-08-08,1866,1726.0,lstm
FOODS_1,TX_2,2015-08-15,1954,1905.0,lstm
FOODS_1,TX_2,2015-08-22,1916,1693.0,lstm
FOODS_1,TX_2,2015-08-29,2000,1953.0,lstm
FOODS_1,TX_2,2015-09-05,2069,2087.0,lstm
FOODS_1,TX_2,2015-09-12,1912,2015.0,lstm
FOODS_1,TX_2,2015-09-19,1965,1733.0,lstm
FOODS_1,TX_2,2015-09-26,2010,1991.0,lstm
FOODS_1,TX_2,2015-10-03,2192,2131.0,lstm
FOODS_1,TX_2,2015-10-10,2144,1718.0,lstm
FOODS_1,TX_2,2015-10-17,1611,1657.0,lstm
FOODS_1,TX_2,2015-10-24,1735,1616.0,lstm
FOODS_1,TX_2,2015-10-31,1840,1527.0,lstm
FOODS_1,TX_2,2015-11-07,1838,1520.0,lstm
FOODS_1,TX_2,2015-11-14,1616,1505.0,lstm
FOODS_1,TX_2,2015-11-21,1634,1740.0,lstm
FOODS_1,TX_2,2015-11-28,1523,1328.0,lstm
FOODS_1,TX_2,2015-12-05,1596,1559.0,lstm
FOODS_1,TX_2,2015-12-12,1789,2015.0,lstm
FOODS_1,TX_2,2015-12-19,1610,1735.0,lstm
FOODS_1,TX_2,2015-12-26,1629,1350.0,lstm
FOODS_1,TX_2,2016-01-02,1728,1281.0,lstm
FOODS_1,TX_2,2016-01-09,1385,1710.0,lstm
FOODS_1,TX_2,2016-01-16,1381,1778.0,lstm
FOODS_1,TX_2,2016-01-23,1597,1756.0,lstm
FOODS_1,TX_2,2016-01-30,1750,1591.0,lstm
FOODS_1,TX_3,2015-04-04,1889,1837.0,lstm
FOODS_1,TX_3,2015-04-11,1840,1866.0,lstm
FOODS_1,TX_3,2015-04-18,1731,1588.0,lstm
FOODS_1,TX_3,2015-04-25,1688,2069.0,lstm
FOODS_1,TX_3,2015-05-02,1953,1907.0,lstm
FOODS_1,TX_3,2015-05-09,1632,1906.0,lstm
FOODS_1,TX_3,2015-05-16,1572,1824.0,lstm
FOODS_1,TX_3,2015-05-23,1560,1820.0,lstm
FOODS_1,TX_3,2015-05-30,1956,1929.0,lstm
FOODS_1,TX_3,2015-06-06,1809,1684.0,lstm
FOODS_1,TX_3,2015-06-13,1851,2096.0,lstm
FOODS_1,TX_3,2015-06-20,1811,1687.0,lstm
FOODS_1,TX_3,2015-06-27,1751,1920.0,lstm
FOODS_1,TX_3,2015-07-04,1758,1847.0,lstm
FOODS_1,TX_3,2015-07-11,1721,1735.0,lstm
FOODS_1,TX_3,2015-07-18,1748,1692.0,lstm
FOODS_1,TX_3,2015-07-25,1628,1561.0,lstm
FOODS_1,TX_3,2015-08-01,1861,1776.0,lstm
FOODS_1,TX_3,2015-08-08,1833,1752.0,lstm
FOODS_1,TX_3,2015-08-15,1974,1766.0,lstm
FOODS_1,TX_3,2015-08-22,1779,1844.0,lstm
FOODS_1,TX_3,2015-08-29,1757,1839.0,lstm
FOODS_1,TX_3,2015-09-05,1803,1914.0,lstm
FOODS_1,TX_3,2015-09-12,1691,2103.0,lstm
FOODS_1,TX_3,2015-09-19,1893,2018.0,lstm
FOODS_1,TX_3,2015-09-26,1924,1955.0,lstm
FOODS_1,TX_3,2015-10-03,2086,2219.0,lstm
FOODS_1,TX_3,2015-10-10,2183,1900.0,lstm
FOODS_1,TX_3,2015-10-17,2149,1874.0,lstm
FOODS_1,TX_3,2015-10-24,2465,1926.0,lstm
FOODS_1,TX_3,2015-10-31,2797,1720.0,lstm
FOODS_1,TX_3,2015-11-07,2185,1782.0,lstm
FOODS_1,TX_3,2015-11-14,1697,1985.0,lstm
FOODS_1,TX_3,2015-11-21,1689,1814.0,lstm
FOODS_1,TX_3,2015-11-28,1728,1970.0,lstm
FOODS_1,TX_3,2015-12-05,1596,1841.0,lstm
FOODS_1,TX_3,2015-12-12,2161,2435.0,lstm
FOODS_1,TX_3,2015-12-19,1835,2237.0,lstm
FOODS_1,TX_3,2015-12-26,1974,1959.0,lstm
FOODS_1,TX_3,2016-01-02,1911,1923.0,lstm
FOODS_1,TX_3,2016-01-09,1871,2093.0,lstm
FOODS_1,TX_3,2016-01-16,1831,2393.0,lstm
FOODS_1,TX_3,2016-01-23,1982,2131.0,lstm
FOODS_1,TX_3,2016-01-30,2072,1931.0,lstm
FOODS_1,WI_1,2015-04-04,2174,2148.0,lstm
FOODS_1,WI_1,2015-04-11,1868,1841.0,lstm
FOODS_1,WI_1,2015-04-18,1788,1894.0,lstm
FOODS_1,WI_1,2015-04-25,1935,2253.0,lstm
FOODS_1,WI_1,2015-05-02,2064,2237.0,lstm
FOODS_1,WI_1,2015-05-09,1727,2396.0,lstm
FOODS_1,WI_1,2015-05-16,1704,2126.0,lstm
FOODS_1,WI_1,2015-05-23,1832,2198.0,lstm
FOODS_1,WI_1,2015-05-30,2238,2524.0,lstm
FOODS_1,WI_1,2015-06-06,2047,2644.0,lstm
FOODS_1,WI_1,2015-06-13,2091,2471.0,lstm
FOODS_1,WI_1,2015-06-20,2063,2261.0,lstm
FOODS_1,WI_1,2015-06-27,2147,2498.0,lstm
FOODS_1,WI_1,2015-07-04,2162,2409.0,lstm
FOODS_1,WI_1,2015-07-11,2138,2537.0,lstm
FOODS_1,WI_1,2015-07-18,2274,2242.0,lstm
FOODS_1,WI_1,2015-07-25,2176,2319.0,lstm
FOODS_1,WI_1,2015-08-01,2482,2068.0,lstm
FOODS_1,WI_1,2015-08-08,2419,2234.0,lstm
FOODS_1,WI_1,2015-08-15,2443,2297.0,lstm
FOODS_1,WI_1,2015-08-22,2332,2325.0,lstm
FOODS_1,WI_1,2015-08-29,2251,2255.0,lstm
FOODS_1,WI_1,2015-09-05,2244,2101.0,lstm
FOODS_1,WI_1,2015-09-12,2180,2088.0,lstm
FOODS_1,WI_1,2015-09-19,2142,2101.0,lstm
FOODS_1,WI_1,2015-09-26,2016,2149.0,lstm
FOODS_1,WI_1,2015-10-03,2150,2347.0,lstm
FOODS_1,WI_1,2015-10-10,2119,1899.0,lstm
FOODS_1,WI_1,2015-10-17,2043,1886.0,lstm
FOODS_1,WI_1,2015-10-24,1900,1984.0,lstm
FOODS_1,WI_1,2015-10-31,1819,1546.0,lstm
FOODS_1,WI_1,2015-11-07,1902,1810.0,lstm
FOODS_1,WI_1,2015-11-14,1708,2041.0,lstm
FOODS_1,WI_1,2015-11-21,1838,1931.0,lstm
FOODS_1,WI_1,2015-11-28,1691,2361.0,lstm
FOODS_1,WI_1,2015-12-05,1625,2556.0,lstm
FOODS_1,WI_1,2015-12-12,2893,2555.0,lstm
FOODS_1,WI_1,2015-12-19,2489,2711.0,lstm
FOODS_1,WI_1,2015-12-26,2195,1581.0,lstm
FOODS_1,WI_1,2016-01-02,2011,1745.0,lstm
FOODS_1,WI_1,2016-01-09,1830,2046.0,lstm
FOODS_1,WI_1,2016-01-16,1842,2108.0,lstm
FOODS_1,WI_1,2016-01-23,2045,2221.0,lstm
FOODS_1,WI_1,2016-01-30,2170,2089.0,lstm
FOODS_1,WI_2,2015-04-04,2093,2141.0,lstm
FOODS_1,WI_2,2015-04-11,1981,2306.0,lstm
FOODS_1,WI_2,2015-04-18,1902,1927.0,lstm
FOODS_1,WI_2,2015-04-25,2034,2223.0,lstm
FOODS_1,WI_2,2015-05-02,2236,2576.0,lstm
FOODS_1,WI_2,2015-05-09,2089,2453.0,lstm
FOODS_1,WI_2,2015-05-16,2044,2374.0,lstm
FOODS_1,WI_2,2015-05-23,2090,1819.0,lstm
FOODS_1,WI_2,2015-05-30,2318,2841.0,lstm
FOODS_1,WI_2,2015-06-06,2289,2763.0,lstm
FOODS_1,WI_2,2015-06-13,2228,2759.0,lstm
FOODS_1,WI_2,2015-06-20,2520,2444.0,lstm
FOODS_1,WI_2,2015-06-27,2165,2798.0,lstm
FOODS_1,WI_2,2015-07-04,2535,2669.0,lstm
FOODS_1,WI_2,2015-07-11,2364,2317.0,lstm
FOODS_1,WI_2,2015-07-18,2339,2017.0,lstm
FOODS_1,WI_2,2015-07-25,2147,1876.0,lstm
FOODS_1,WI_2,2015-08-01,2603,2439.0,lstm
FOODS_1,WI_2,2015-08-08,2513,2550.0,lstm
FOODS_1,WI_2,2015-08-15,2695,2304.0,lstm
FOODS_1,WI_2,2015-08-22,2463,2185.0,lstm
FOODS_1,WI_2,2015-08-29,2364,2522.0,lstm
FOODS_1,WI_2,2015-09-05,2734,2580.0,lstm
FOODS_1,WI_2,2015-09-12,2516,2756.0,lstm
FOODS_1,WI_2,2015-09-19,2458,2337.0,lstm
FOODS_1,WI_2,2015-09-26,2555,2377.0,lstm
FOODS_1,WI_2,2015-10-03,2941,2499.0,lstm
FOODS_1,WI_2,2015-10-10,3277,2128.0,lstm
FOODS_1,WI_2,2015-10-17,2179,1810.0,lstm
FOODS_1,WI_2,2015-10-24,2104,1757.0,lstm
FOODS_1,WI_2,2015-10-31,2189,1736.0,lstm
FOODS_1,WI_2,2015-11-07,2224,1877.0,lstm
FOODS_1,WI_2,2015-11-14,1706,2224.0,lstm
FOODS_1,WI_2,2015-11-21,1782,2047.0,lstm
FOODS_1,WI_2,2015-11-28,1673,1890.0,lstm
FOODS_1,WI_2,2015-12-05,1665,2511.0,lstm
FOODS_1,WI_2,2015-12-12,2707,2311.0,lstm
FOODS_1,WI_2,2015-12-19,2474,2193.0,lstm
FOODS_1,WI_2,2015-12-26,2194,1431.0,lstm
FOODS_1,WI_2,2016-01-02,2368,2057.0,lstm
FOODS_1,WI_2,2016-01-09,2117,2703.0,lstm
FOODS_1,WI_2,2016-01-16,1938,2279.0,lstm
FOODS_1,WI_2,2016-01-23,1793,2583.0,lstm
FOODS_1,WI_2,2016-01-30,2310,2214.0,lstm
FOODS_1,WI_3,2015-04-04,1388,1761.0,lstm
FOODS_1,WI_3,2015-04-11,1325,1483.0,lstm
FOODS_1,WI_3,2015-04-18,1269,1235.0,lstm
FOODS_1,WI_3,2015-04-25,1341,1330.0,lstm
FOODS_1,WI_3,2015-05-02,1528,1733.0,lstm
FOODS_1,WI_3,2015-05-09,1392,1787.0,lstm
FOODS_1,WI_3,2015-05-16,1303,1457.0,lstm
FOODS_1,WI_3,2015-05-23,1262,1303.0,lstm
FOODS_1,WI_3,2015-05-30,1668,1783.0,lstm
FOODS_1,WI_3,2015-06-06,1493,1882.0,lstm
FOODS_1,WI_3,2015-06-13,1357,1878.0,lstm
FOODS_1,WI_3,2015-06-20,1550,1538.0,lstm
FOODS_1,WI_3,2015-06-27,1422,2031.0,lstm
FOODS_1,WI_3,2015-07-04,1706,1951.0,lstm
FOODS_1,WI_3,2015-07-11,1550,2161.0,lstm
FOODS_1,WI_3,2015-07-18,1530,1685.0,lstm
FOODS_1,WI_3,2015-07-25,1609,1630.0,lstm
FOODS_1,WI_3,2015-08-01,1931,1719.0,lstm
FOODS_1,WI_3,2015-08-08,1858,1743.0,lstm
FOODS_1,WI_3,2015-08-15,1950,1635.0,lstm
FOODS_1,WI_3,2015-08-22,1796,1700.0,lstm
FOODS_1,WI_3,2015-08-29,1689,1655.0,lstm
FOODS_1,WI_3,2015-09-05,1761,1726.0,lstm
FOODS_1,WI_3,2015-09-12,1613,1916.0,lstm
FOODS_1,WI_3,2015-09-19,1692,1625.0,lstm
FOODS_1,WI_3,2015-09-26,1685,1607.0,lstm
FOODS_1,WI_3,2015-10-03,1760,1706.0,lstm
FOODS_1,WI_3,2015-10-10,1843,1701.0,lstm
FOODS_1,WI_3,2015-10-17,1558,1704.0,lstm
FOODS_1,WI_3,2015-10-24,1529,1576.0,lstm
FOODS_1,WI_3,2015-10-31,1473,1426.0,lstm
FOODS_1,WI_3,2015-11-07,1606,1815.0,lstm
FOODS_1,WI_3,2015-11-14,1658,1847.0,lstm
FOODS_1,WI_3,2015-11-21,1493,1870.0,lstm
FOODS_1,WI_3,2015-11-28,1526,1912.0,lstm
FOODS_1,WI_3,2015-12-05,1558,2181.0,lstm
FOODS_1,WI_3,2015-12-12,2209,2066.0,lstm
FOODS_1,WI_3,2015-12-19,1812,2086.0,lstm
FOODS_1,WI_3,2015-12-26,1737,1697.0,lstm
FOODS_1,WI_3,2016-01-02,1829,1921.0,lstm
FOODS_1,WI_3,2016-01-09,1774,2116.0,lstm
FOODS_1,WI_3,2016-01-16,1914,2065.0,lstm
FOODS_1,WI_3,2016-01-23,1886,1806.0,lstm
FOODS_1,WI_3,2016-01-30,1901,1520.0,lstm
FOODS_2,CA_1,2015-04-04,3597,3744.0,lstm
FOODS_2,CA_1,2015-04-11,3229,3282.0,lstm
FOODS_2,CA_1,2015-04-18,3033,3593.0,lstm
FOODS_2,CA_1,2015-04-25,3327,3450.0,lstm
FOODS_2,CA_1,2015-05-02,3485,4177.0,lstm
FOODS_2,CA_1,2015-05-09,3286,3449.0,lstm
FOODS_2,CA_1,2015-05-16,3238,3301.0,lstm
FOODS_2,CA_1,2015-05-23,3292,3009.0,lstm
FOODS_2,CA_1,2015-05-30,3365,3411.0,lstm
FOODS_2,CA_1,2015-06-06,3385,3466.0,lstm
